radius,stiffness,poisson,max_mises
0.998584442377,28752572.6964,0.262346049263,87.396774292
0.995257020324,29135706.498,0.264330215521,87.2842254639
1.02882308221,29533148.0833,0.218988782512,88.4384155273
1.00995625572,27999060.2599,0.265754156097,87.785736084
0.995226944532,29447422.0577,0.25298216421,87.2819900513
1.0017787158,28850105.2049,0.281619867347,87.5075531006
1.00512865474,29205554.1601,0.215035179283,87.6152877808
0.996398869078,29043494.3471,0.276691519947,87.3241958618
1.01468115241,27737279.8425,0.31817524433,87.9550018311
0.997649042865,27373795.2992,0.326486624479,87.3727493286
0.988256155628,30758773.3822,0.257313776662,87.0477294922
0.985998957978,27510892.2411,0.21102398164,86.9677352905
0.998389604288,29456159.4418,0.213742108397,87.3855743408
0.996521777621,29076573.3954,0.258428390926,87.326385498
0.995402845832,27690053.6494,0.297071750711,87.2929611206
1.00381648214,30601737.7194,0.276842964792,87.5764770508
1.00116913505,28300171.5363,0.301526874544,87.4890823364
0.99195304048,28697229.3167,0.233296017241,87.1695404053
0.999945065071,28804094.5689,0.223932569497,87.4392547607
0.994065917129,29784864.1469,0.237502009265,87.2413101196
0.996252931467,29425645.3978,0.217469758939,87.3134536743
0.991345353684,26576834.8908,0.29455043989,87.1557235718
0.995055285011,30038756.7561,0.272410851768,87.2782211304
0.975875569613,28168348.7651,0.294806382237,86.6400375366
1.00901358346,30397979.5189,0.234960075372,87.750289917
1.00963414633,29872226.911,0.230088030963,87.7713012695
0.996488034408,27790911.9912,0.223548387438,87.3218841553
1.00386719154,28353543.0572,0.20780425435,87.5716400146
0.999432914822,27934033.8457,0.284738388222,87.4280014038
1.02604763981,29362705.6892,0.325820913745,88.3520431519
1.00426080213,27362823.2177,0.276950685566,87.5916671753
1.00839403544,27942415.9514,0.20406120843,87.7264175415
0.989223569708,29864022.3886,0.292145174023,87.0841827393
1.01259136239,27855958.9936,0.2989656881,87.8803405762
0.987352109705,31153334.8592,0.283149071244,87.0203094482
1.00072580079,29605572.5261,0.208117411018,87.4644546509
1.01176860751,27721968.273,0.211105559875,87.8432159424
0.989834415947,29886127.0329,0.328433688592,87.1094284058
1.01973547804,29977669.8681,0.256088609976,88.123336792
1.00642997834,28538467.0293,0.310896980612,87.6700744629
0.99866488738,30200681.6912,0.292513411111,87.4028778076
0.996295094262,29159632.2995,0.215081477411,87.314666748
0.993066355179,29632833.8636,0.224459551309,87.2063522339
0.98529052629,29043116.5439,0.315942704497,86.9555358887
0.993164474436,29469089.0428,0.206027091233,87.2080993652
1.0183144721,29819332.0883,0.30638927112,88.0794906616
0.99609452037,30242472.5421,0.230418376213,87.3091888428
1.02377839299,30281974.1503,0.295914190061,88.2688522339
1.01474781934,28629104.9413,0.258664116795,87.9504394531
1.01548515573,27907793.0038,0.253857891635,87.9755554199
0.990489737156,29176031.6287,0.322731056391,87.1306228638
1.02243952801,30271250.8425,0.276057137391,88.2196655273
1.00512711979,28782597.2706,0.239513075206,87.6173782349
1.00520613017,29909872.2937,0.265442372175,87.6227722168
1.00483775428,27858667.0827,0.239589641178,87.6076049805
1.00327438133,29488141.5734,0.262123288285,87.5564422607
0.977367100181,28115466.9856,0.256196016734,86.6848144531
0.997480148994,30108279.793,0.309270034869,87.3647613525
1.00715646713,30495009.4046,0.235950651064,87.6867523193
1.01968270076,30086363.8715,0.296227691338,88.1258621216
1.01749681619,27393697.324,0.254586984636,88.0454177856
1.00498354894,28593811.9923,0.201411129421,87.6093139648
1.00813811587,28511925.4342,0.203694378867,87.7176208496
1.00459115023,28719802.4503,0.329112339653,87.6094436646
0.995471744565,28052626.4411,0.250223401342,87.2899780273
0.993286818809,27983755.1391,0.29441311268,87.2211303711
1.00213891845,27868408.664,0.26541405197,87.5180358887
0.999067715739,30040253.0696,0.253517448831,87.4122695923
1.01691362275,27686292.0975,0.269097757194,88.0266494751
1.00303662143,29013439.8395,0.240114458367,87.5460586548
0.996117621071,29661930.9543,0.311735692153,87.3189239502
1.00297261595,29278665.8871,0.20577995633,87.5409469604
0.994925275213,29248795.6815,0.232281890326,87.2697982788
1.0173246655,28417165.451,0.216592319064,88.0359573364
1.01695180761,29183653.2469,0.314297247115,88.0331497192
1.01321603463,28657784.0637,0.279497947558,87.8996734619
0.981830276718,28448150.5341,0.265275700858,86.8339691162
1.00581447373,27605294.4424,0.313515148911,87.6491470337
1.00870211784,29844715.4848,0.21219380568,87.737701416
1.01658958416,28272350.2764,0.262274063711,88.0147247314
1.00701209264,28127893.27,0.268556900178,87.6849899292
0.985018772636,28811009.3573,0.306632481502,86.9452362061
0.990184354185,27566303.0142,0.271992084879,87.1140441895
0.993702942414,26901928.9309,0.296666127325,87.2354278564
0.999321846165,28526530.0784,0.243377600559,87.4198303223
1.00353459786,29350004.5201,0.227433752122,87.561882019
1.00031509224,29150365.8248,0.266561592894,87.4559631348
1.0004360038,31446700.9394,0.249790431539,87.4582748413
0.991748032476,26291206.307,0.280222855275,87.1675720215
1.00827345385,29694234.1753,0.200827937541,87.7221450806
1.00008608441,28409478.78,0.224248488458,87.4441070557
1.00653406872,26984385.3347,0.225163915356,87.6644363403
1.00171717526,29351421.0008,0.318299467005,87.5099563599
0.98538365032,28500270.8616,0.207525709874,86.9469299316
1.00415382179,29338736.0943,0.316585235953,87.5928497314
0.989169182999,29569655.4894,0.272278844985,87.0799713135
1.00198245654,28368193.3572,0.207674984527,87.5073165894
1.00072393555,28182568.0413,0.256286240383,87.4688873291
0.992374077387,28909544.7703,0.264614808496,87.1869125366
1.01304458772,29428297.6489,0.2895654453,87.8948974609
